customer_id,declared_occupation,annual_income_brl,risk_rating,risk_score,iso_score,xgb_prob,final_score,risk_tier,max_income_ratio,min_geojump_min,n_struct_txs,n_vpn_txs,total_vol,n_txs,n_crossborder,fanout_ratio,n_geojumps,n_sanctions_hits,kyc_risk_score
C101307,Driver,24650.0,Low,6,0.26531957093128034,0.9962475,0.7769690826632036,CRITICAL,3.82,2.38,0,1,68171.16,25,5,0.0,1,0,79.0
C100597,Freelancer,30777.0,Low,5,0.27530288157929794,0.9916391,0.77673821287772,CRITICAL,5.58,2.7,1,5,68695.22,19,4,0.0,1,0,60.0
C101077,Nurse,11826.0,High,8,0.2565683961044226,0.9992774,0.7764647018948339,CRITICAL,18.8,16.4,0,1,56668.14,12,4,4.0689,1,0,55.0
C101044,Dentist,20091.0,Low,6,0.27530993417427096,0.9911664,0.7764094632730638,CRITICAL,4.58,19.86,0,1,65429.61,22,5,0.0,1,0,99.0
C101242,Store Owner,32633.0,Medium,5,0.27854152954311595,0.9896833,0.7763407481810195,CRITICAL,2.23,7.9,0,2,41207.53,14,3,0.0,1,0,79.0
C101256,Freelancer,35167.0,Medium,6,0.30697458030862657,0.9774138,0.7762819917264075,CRITICAL,4.15,9.0,0,1,80112.92,25,8,23.7116,1,0,73.0
C101765,Teacher,16540.0,Medium,6,0.30387874406468884,0.9786064,0.7761881231125951,CRITICAL,31.02,16.37,0,0,120155.71,19,2,7.401,1,0,65.0
C100999,Entrepreneur,26771.0,Low,6,0.26730814141123493,0.9940882,0.7760541396203309,CRITICAL,5.21,2.87,0,1,43211.9,16,7,3.263,2,0,39.0
C101408,Store Owner,17464.0,Medium,7,0.2590264414407366,0.99737453,0.7758700708942876,CRITICAL,15.12,1.45,1,2,112197.45,20,7,6.5878,4,0,82.0
C102306,Teacher,21412.0,Low,8,0.25693718685576683,0.9982666,0.7758677723821085,CRITICAL,11.03,20.3,2,3,101216.64,19,3,0.0,1,0,61.0
C101476,Freelancer,11287.0,Low,5,0.2616564395709593,0.99561286,0.7754259098375964,CRITICAL,13.17,11.72,1,3,86623.23,24,6,0.0,2,0,73.0
C100014,Designer,6703.0,High,9,0.2523343815233403,0.99952495,0.7753677682228712,CRITICAL,24.57,10.56,0,3,85543.91,19,3,11.3788,1,0,70.0
C102435,Mechanic,33169.0,Low,5,0.2601762669692722,0.995771,0.7750925438824382,CRITICAL,3.57,1.79,1,1,55316.34,14,6,31.4106,2,0,70.0
C101555,Dentist,5217.0,Low,7,0.2543687121248055,0.99807006,0.7749596624426784,CRITICAL,47.83,1.77,0,1,65488.33,16,5,4.228,2,0,68.0
C100802,Accountant,8053.0,Low,6,0.27803387400311885,0.9878197,0.7748839442634662,CRITICAL,8.45,12.22,0,2,27962.52,15,6,1.3644,2,0,66.0
C100656,Nurse,7858.0,Low,6,0.33628473532601133,0.9627858,0.774835437096369,CRITICAL,18.01,9999.0,2,0,88184.5,23,1,31.315,0,0,55.0
C101937,Trader,7923.0,Low,7,0.27899300171812813,0.98710793,0.7746734473522915,CRITICAL,21.52,8.04,1,0,82577.58,20,5,37.2802,1,0,29.0
C102033,Trader,11295.0,Low,7,0.25123007552418863,0.9988439,0.7745597584742121,CRITICAL,17.32,22.34,1,1,117545.84,26,4,14.2338,1,0,95.0
C102448,Mechanic,37347.0,Low,5,0.2787731451586316,0.9868362,0.7744172919629643,CRITICAL,2.36,5.9,0,3,51650.28,19,2,13.0601,1,0,100.0
C102069,Freelancer,6866.0,Low,7,0.2502631772430731,0.99904805,0.7744125613234041,CRITICAL,19.03,0.51,0,4,79495.15,24,5,0.0,1,0,47.0
C100367,Lawyer,14317.0,Low,6,0.263220724965597,0.99341995,0.7743601970390871,CRITICAL,10.72,10.82,0,1,112022.53,24,2,12.6189,2,0,24.0
C100200,Nurse,28058.0,Low,6,0.31089134726726275,0.9726615,0.7741304269844391,CRITICAL,16.86,8.98,0,0,80645.8,16,3,1.1234,1,0,35.0
C101793,Driver,16176.0,High,6,0.2519704073149599,0.9978077,0.774056469484527,CRITICAL,5.65,4.2,0,2,62673.43,24,3,12.0852,1,0,51.0
C100336,Accountant,11106.0,Low,6,0.31582729380746544,0.97019976,0.7738880406660433,CRITICAL,16.25,3.8,0,1,78586.26,20,5,290.6212,2,0,58.0
C101642,Mechanic,43644.0,Low,5,0.25601207867444065,0.9958289,0.7738838781570807,CRITICAL,9.91,8.77,0,2,87482.02,20,4,20.8927,2,0,46.0
C100923,Driver,10418.0,Low,7,0.2521628437334572,0.9973586,0.7737999051181756,CRITICAL,16.12,17.8,1,1,65771.89,14,4,0.0,2,0,25.0
C100894,Dentist,14190.0,Low,6,0.25686292602487093,0.99519914,0.773698296409451,CRITICAL,9.24,8.3,0,1,77192.84,21,2,0.0,1,0,65.0
C101578,Driver,27235.0,Low,5,0.2649193285931698,0.9916328,0.7736187362381682,CRITICAL,3.0,7.26,0,1,62098.7,24,2,0.0,2,0,66.0
C101172,Lawyer,39402.0,Low,7,0.2551633514027487,0.9958131,0.773618173511645,CRITICAL,8.74,19.76,0,1,89909.18,18,2,6.1648,1,0,64.0
C101191,Designer,8978.0,Low,7,0.25350251402845614,0.9963731,0.7735119420480449,CRITICAL,45.53,10.62,0,1,78415.92,15,3,3.4298,1,0,96.0
C101608,Consultant,30164.0,Low,5,0.25408952230357207,0.99602664,0.7734455132309886,CRITICAL,6.11,16.35,1,2,101890.0,24,9,0.0,1,0,67.0
C100813,Trader,17492.0,Medium,5,0.2576731242058433,0.9943931,0.7733770786916541,CRITICAL,7.72,7.36,1,2,53678.48,17,6,0.0,2,0,36.0
C101702,Designer,8145.0,High,6,0.2824298670394121,0.9832464,0.7730014363081127,CRITICAL,16.22,9999.0,0,3,67314.06,19,4,5.1746,0,0,27.0
C101920,Mechanic,22682.0,Low,7,0.2509903327862876,0.9966248,0.7729344790053504,CRITICAL,5.11,19.09,1,2,58903.18,21,2,8.9735,2,0,67.0
C102481,Designer,21921.0,Medium,5,0.26051262568397504,0.99250185,0.7729050503699875,CRITICAL,12.86,4.15,0,1,94592.3,27,3,10.4864,1,0,48.0
C100866,Entrepreneur,28390.0,Low,8,0.2448819518390538,0.99917537,0.7728873622507824,CRITICAL,7.68,20.65,3,1,97750.4,22,7,19.6311,2,0,57.0
C102299,Trader,32361.0,Low,5,0.31473016224681705,0.9691775,0.7728432878326755,CRITICAL,7.92,5.71,0,1,163267.92,29,4,9.3443,1,0,43.0
C101863,Student,18545.0,Low,6,0.25474505648498624,0.99450713,0.772578528599396,CRITICAL,7.86,5.91,1,3,79603.95,20,1,6.8662,2,0,69.0
C101960,Mechanic,9131.0,Low,7,0.24608087316384986,0.9979461,0.7723865263915988,CRITICAL,16.95,12.47,1,1,107619.99,24,8,9.5442,1,0,80.0
C102025,Accountant,7671.0,Low,6,0.26250444522961225,0.99084705,0.7723442395671136,CRITICAL,32.68,4.16,0,0,118947.52,23,3,9.8629,1,0,81.0
C102411,Teacher,11699.0,Low,7,0.24800193352993505,0.99706155,0.7723436714514976,CRITICAL,18.23,2.2,0,0,114820.11,25,6,0.0,1,0,52.0
C100067,Designer,20865.0,Low,6,0.24804337448894898,0.99703217,0.7723355401367543,CRITICAL,7.5,18.81,0,2,81585.24,23,8,1.7857,1,0,83.0
C101742,Designer,16478.0,Low,7,0.24429343855640262,0.9984268,0.7721867642291217,CRITICAL,18.73,6.81,1,3,99974.17,23,3,33.1495,1,0,15.0
C102248,Consultant,12299.0,High,7,0.27943003760930774,0.9832606,0.7721113818501141,CRITICAL,20.22,15.11,0,0,91180.91,20,6,12.9995,2,0,66.0
C100454,Mechanic,21496.0,Low,8,0.24074906381418992,0.9995055,0.7718785830511173,CRITICAL,19.53,12.27,0,1,120870.93,19,4,0.0,1,0,63.0
C101220,Mechanic,22507.0,Medium,6,0.2600308586200921,0.99095726,0.7716793515992417,CRITICAL,4.42,12.17,0,1,71842.02,22,6,6.6088,1,0,48.0
C100466,Driver,15433.0,Low,5,0.2482776959429136,0.9959002,0.7716134524252997,CRITICAL,9.16,17.17,0,5,87922.35,23,3,0.0,2,0,67.0
C101248,Teacher,13286.0,Low,7,0.24324904215163878,0.99799156,0.7715688059682455,CRITICAL,24.89,4.77,0,1,66907.92,18,6,33.6585,1,0,100.0
C100920,Accountant,18895.0,Medium,5,0.2541849828070979,0.99322414,0.7715123837085539,CRITICAL,4.72,0.06,0,2,29710.06,12,3,1.0811,1,0,57.0
C101952,Mechanic,12430.0,Low,8,0.23915994701921406,0.998845,0.7709394351784571,CRITICAL,15.24,3.67,0,1,83205.61,21,4,0.0,1,0,100.0
C101372,Dentist,16088.0,Low,5,0.24727038540006818,0.9952028,0.7708230376170908,CRITICAL,11.92,2.8,0,1,95647.96,27,5,0.0,3,0,45.0
C100922,Consultant,15379.0,Medium,7,0.23878686658751958,0.9988373,0.770822146630919,CRITICAL,17.95,4.66,1,1,76245.84,17,2,5.2134,2,0,38.0
C100900,Accountant,8633.0,High,8,0.23734546234870302,0.99923396,0.7706674233992825,CRITICAL,15.87,3.08,0,2,66541.88,19,4,23.0243,2,0,23.0
C100509,Trader,9373.0,Medium,9,0.24017729977293956,0.99792,0.7705971557483797,CRITICAL,25.52,7.56,1,0,106050.41,19,3,8.9724,1,0,79.0
C101053,Chef,16342.0,Low,5,0.24069641144669696,0.99765426,0.7705669227588077,CRITICAL,9.62,0.87,1,1,83983.92,22,4,2.2234,2,0,51.0
C100966,Entrepreneur,4737.0,Low,6,0.256420359459971,0.99088484,0.7705454782985015,CRITICAL,36.95,4.09,0,0,78661.45,18,3,0.0,1,0,41.0
C102246,Trader,11377.0,Low,7,0.2377333935501651,0.99876153,0.7704530565858625,CRITICAL,25.36,3.72,1,1,92039.43,21,6,0.0,2,0,64.0
C102243,Entrepreneur,6994.0,Low,5,0.2446791479043401,0.9956831,0.7703818961695503,CRITICAL,11.3,1.06,0,1,62553.14,21,6,0.0,2,0,23.0
C101744,Nurse,8101.0,Low,6,0.44988783438865587,0.9076867,0.770347035646034,CRITICAL,49.54,9999.0,1,1,66286.1,10,1,9.0642,0,0,36.0
C101533,Consultant,50709.0,Low,5,0.245551477777323,0.99524325,0.7703357371411803,CRITICAL,4.63,12.5,0,2,104109.86,22,6,3.8181,2,0,56.0
C100905,Driver,22574.0,High,7,0.3280540107488602,0.9598107,0.7702836930394164,CRITICAL,9.61,18.72,2,0,103118.72,20,3,84.2092,1,0,39.0
C100772,Freelancer,9374.0,Medium,8,0.23692414099707448,0.9986588,0.7701383976183362,CRITICAL,17.09,1.19,0,1,58055.61,21,5,5.3047,1,0,81.0
C101780,Chef,6554.0,Medium,5,0.25656981944657264,0.990058,0.770011555193713,CRITICAL,9.85,27.24,0,3,47636.4,21,4,18.3546,1,0,57.0
C100290,Nurse,8841.0,Low,7,0.23607660683635967,0.99857855,0.7698279301900985,CRITICAL,32.13,12.21,0,1,133937.12,18,5,16.0597,1,0,75.0
C101075,Entrepreneur,9931.0,Low,6,0.2681782614018884,0.9847995,0.7698131433375587,CRITICAL,17.6,3.25,0,0,51707.63,16,6,0.0,1,0,42.0
C101665,Mechanic,9436.0,High,8,0.2483392136253244,0.9932412,0.769770573882977,CRITICAL,15.31,26.66,0,0,58647.14,14,4,0.0,1,0,46.0
C100027,Student,20801.0,High,7,0.23705273464251364,0.9980406,0.7697442459908986,CRITICAL,7.76,5.79,1,2,81617.97,20,1,12.2199,1,0,31.0
C100767,Chef,24961.0,Medium,6,0.24933637040698065,0.9926481,0.7696545745666132,CRITICAL,9.22,27.42,1,2,95029.15,24,4,20.5789,1,0,54.0
C100077,Designer,11944.0,Medium,8,0.2361848282034178,0.998161,0.7695681550268823,CRITICAL,21.21,10.28,0,1,78588.53,22,10,6.6884,1,0,72.0
C100918,Freelancer,18095.0,Low,7,0.23879281289702292,0.9965186,0.7692008364418913,CRITICAL,6.1,18.6,2,1,52834.45,16,3,2.3113,1,0,24.0
C100006,Student,15864.0,Low,6,0.24183755418031816,0.99492246,0.7689969697605652,CRITICAL,11.91,18.45,0,2,97718.81,24,5,70.1103,1,0,30.0
C101371,Consultant,15210.0,High,5,0.3888212347901874,0.9315832,0.7687546224855486,CRITICAL,19.71,9999.0,2,0,81951.24,15,0,9.9202,0,0,40.0
C102296,Lawyer,9312.0,Medium,5,0.23514074838591703,0.9972959,0.768649347890714,CRITICAL,9.87,0.88,0,2,51657.51,20,3,0.0,1,0,18.0
C100225,Software Engineer,27022.0,Low,5,0.24952107597483997,0.99094146,0.7685153303417379,CRITICAL,6.81,9.47,0,3,129851.36,23,7,34.6499,1,0,57.0
C101571,Consultant,9115.0,Medium,7,0.23116481004419343,0.9985928,0.768364404732771,CRITICAL,28.87,16.38,0,2,131989.21,23,4,0.0,1,0,56.0
C100376,Consultant,13313.0,Low,6,0.24987834479439464,0.9905385,0.7683404022038823,CRITICAL,12.38,5.33,0,1,86775.06,20,4,132.5803,2,0,35.0
C100387,Software Engineer,6232.0,Low,7,0.23206754685838737,0.99793196,0.7681726341289273,CRITICAL,13.25,9.25,0,1,70482.31,22,4,4.4469,1,0,36.0
C100185,Lawyer,10618.0,Low,8,0.23133045446293288,0.9982223,0.7681547582489751,CRITICAL,18.9,2.59,2,2,108406.81,22,4,16.724,1,0,30.0
C100406,Driver,11144.0,Low,7,0.23053145290133892,0.99854064,0.7681378599426673,CRITICAL,20.87,3.62,0,2,89946.11,24,7,9.531,2,0,42.0
C102451,Nurse,17045.0,Low,7,0.23081232306740618,0.9982521,0.7680201804559884,CRITICAL,22.99,25.04,0,2,102896.03,20,4,4.0505,1,0,100.0
C100130,Entrepreneur,16365.0,Medium,8,0.23378734176084925,0.99694866,0.7680002581617997,CRITICAL,17.65,9999.0,2,0,103212.69,20,4,9.7629,0,0,53.0
C102489,Student,48778.0,Medium,5,0.23042206089944384,0.997936,0.7676817897595487,CRITICAL,4.65,16.93,1,1,92114.26,19,7,2.9232,1,0,40.0
C100303,Chef,42412.0,Low,5,0.2330584951129453,0.99674195,0.7676368840899138,CRITICAL,6.54,3.35,0,2,96195.33,19,5,0.0,2,0,13.0
C101701,Nurse,21172.0,Medium,5,0.2367029066465478,0.9948913,0.7674347602004463,CRITICAL,6.63,0.05,1,3,99561.99,21,4,77.2938,1,0,25.0
C101790,Student,5841.0,High,5,0.37507077146356427,0.93446755,0.7666485312246833,CRITICAL,49.44,9999.0,0,1,62646.48,13,0,35.3859,0,0,53.0
C101527,Consultant,11709.0,Low,6,0.23859758005698428,0.9926071,0.7664042676274774,CRITICAL,36.29,19.76,0,0,88248.46,20,3,0.0,1,0,39.0
C102362,Teacher,17303.0,Low,7,0.24817645454082815,0.9884736,0.7663844224920092,CRITICAL,26.06,6.52,0,0,110633.48,18,7,15.7446,1,0,50.0
C101522,Lawyer,10399.0,Low,8,0.222978859776519,0.9991208,0.766278168450076,CRITICAL,33.15,5.0,0,2,73495.02,18,8,0.0,1,0,68.0
C102215,Teacher,13581.0,Low,6,0.22189939512263113,0.999288,0.7660714521808933,CRITICAL,13.12,0.37,0,1,63640.35,19,5,2.2864,2,0,61.0
C101279,Freelancer,7406.0,Medium,7,0.2233503956641164,0.9986419,0.7660544722987832,CRITICAL,33.02,9.79,0,1,97979.26,23,7,0.0,1,0,45.0
C102472,Nurse,16354.0,Low,5,0.2238034793461331,0.99828064,0.7659374948956063,CRITICAL,10.42,11.37,0,2,103570.65,26,7,0.0,2,0,56.0
C100569,Software Engineer,19003.0,Medium,5,0.25396130320641497,0.98512065,0.7657728249943647,CRITICAL,8.24,18.31,1,3,79461.03,22,2,87.4997,2,0,61.0
C101727,Trader,70379.0,High,5,0.4889726981036341,0.8843418,0.7657310469303273,CRITICAL,1.22,14.6,0,0,43750.7,20,5,0.0,1,0,33.0
C100037,Student,17234.0,Medium,5,0.2303958461986192,0.9950481,0.765652433821744,CRITICAL,11.19,12.46,0,1,91135.57,23,8,11.748,2,0,33.0
C100841,Trader,13150.0,Low,5,0.44590131775849595,0.9022622,0.765353907156925,CRITICAL,9.01,8.43,1,2,48272.33,14,3,0.0,1,0,56.0
C101684,Store Owner,41541.0,Low,7,0.21885312598053375,0.99906987,0.7650048643383496,CRITICAL,4.2,0.73,1,2,65572.6,18,4,5.4072,2,0,62.0
C100092,Dentist,9289.0,Low,7,0.22134981900993078,0.99792886,0.7649551104025337,CRITICAL,20.06,23.58,0,1,53948.67,17,4,2.812,2,0,36.0
C100739,Mechanic,11759.0,Medium,5,0.328216347140585,0.9520289,0.7648851254709108,CRITICAL,24.75,9999.0,2,0,100086.11,20,5,13.3391,0,0,47.0
C101079,Freelancer,18339.0,Low,6,0.22340573192694024,0.99645644,0.7645412007601805,CRITICAL,7.15,23.93,0,1,62726.0,20,4,0.0,2,0,34.0
C100161,Teacher,24585.0,Low,6,0.24605911391397006,0.9867448,0.7645391268057218,CRITICAL,18.0,25.15,0,0,109268.31,19,7,2.644,1,0,85.0
C101876,Designer,22079.0,Medium,5,0.42870329790351314,0.9082174,0.7643631308467315,CRITICAL,13.92,5.25,0,2,128081.67,23,4,66.1219,3,0,58.0
C101698,Student,12648.0,Low,6,0.23879866059703692,0.9895998,0.7643594749453159,CRITICAL,32.06,13.02,0,0,79243.61,17,1,0.0,1,0,64.0
C100935,Entrepreneur,22051.0,Medium,6,0.23852515123588325,0.98965865,0.7643186089465096,CRITICAL,11.17,1.79,0,1,86349.71,26,6,9.8087,1,0,29.0
C100952,Consultant,10428.0,High,7,0.21813484703966457,0.99834454,0.7642816086872473,CRITICAL,16.79,0.21,0,0,62635.77,18,3,3.9041,2,0,44.0
C102495,Dentist,9653.0,Low,8,0.21982869042555964,0.9975374,0.7642247692751899,CRITICAL,25.24,12.67,0,3,81623.32,18,6,50.2197,1,0,85.0
C100431,Student,13355.0,Low,6,0.2461145533899869,0.9862255,0.764192170315397,CRITICAL,17.93,11.17,1,0,85846.95,14,3,0.0,1,0,57.0
C100090,Software Engineer,9549.0,Medium,6,0.22087301055769804,0.9967932,0.7640171207194945,CRITICAL,10.83,19.91,0,2,75486.67,21,4,0.0,1,0,47.0
C100601,Store Owner,17870.0,Low,7,0.2680239399462424,0.9765372,0.7639832294043745,CRITICAL,8.11,6.74,2,0,96127.94,23,4,10.6998,2,0,80.0
C101734,Designer,13946.0,Medium,6,0.22269030414088764,0.9956565,0.7637666463913446,CRITICAL,11.84,12.64,0,1,81338.81,16,3,34.7356,2,0,65.0
C101012,Trader,13064.0,Low,6,0.29072490919642224,0.9662543,0.7635954844624179,CRITICAL,19.38,23.57,0,0,63493.01,14,2,0.0,1,0,44.0
C100087,Driver,29094.0,Low,7,0.21528083626908945,0.99739254,0.7627590255274859,CRITICAL,15.93,3.29,0,1,87905.11,16,3,0.0,1,0,57.0
C101378,Software Engineer,15009.0,Low,6,0.2218279891062227,0.99442106,0.7626431480898991,CRITICAL,13.17,15.21,1,3,114443.73,24,6,6.0518,2,0,38.0
C101599,Lawyer,25853.0,Low,6,0.2162961385909239,0.99661887,0.762522048421607,CRITICAL,6.48,23.65,0,1,58106.94,20,3,0.9166,1,0,82.0
C101468,Entrepreneur,18781.0,Medium,7,0.21170187322272616,0.9983803,0.7623767504929714,CRITICAL,23.05,6.43,0,1,90426.18,18,3,0.0,1,0,90.0
C101730,Lawyer,8670.0,High,5,0.434070609306592,0.90285593,0.7622203178093726,CRITICAL,20.09,9999.0,0,3,39420.8,11,2,4.5269,0,0,85.0
C101045,Dentist,88142.0,Medium,6,0.42856875588888244,0.9051166,0.7621522651028464,CRITICAL,5.06,15.77,0,0,90305.71,17,4,7.3447,1,0,67.0
C100201,Lawyer,15446.0,Low,6,0.21122925530439784,0.9981667,0.7620854170637315,CRITICAL,9.71,0.75,0,2,59039.65,23,5,2.4324,1,0,35.0
C101524,Nurse,13024.0,Low,8,0.2077406673582789,0.999406,0.7619063862846016,CRITICAL,18.77,13.18,0,1,71347.51,17,5,0.0,1,0,80.0
C100289,Lawyer,6850.0,Low,7,0.21125542472807635,0.9978817,0.7618938307494165,CRITICAL,22.51,1.88,0,3,78131.31,16,4,0.0,2,0,72.0
C101237,Student,13462.0,Medium,7,0.21183821077400244,0.99759465,0.7618677393056565,CRITICAL,7.88,7.02,0,1,78728.96,23,4,5.5488,1,0,77.0
C100901,Chef,7793.0,Low,5,0.3011016554174597,0.9592828,0.7618284376423888,CRITICAL,17.64,8.85,1,0,43297.69,11,1,56.0304,1,0,45.0
C101575,Software Engineer,54167.0,Low,5,0.21954470781157254,0.9942052,0.7618070063223537,CRITICAL,4.15,2.06,0,2,75545.0,21,3,44.724,1,0,39.0
C100247,Store Owner,35536.0,Low,5,0.23741177306419892,0.9864698,0.7617524015481659,CRITICAL,6.83,12.04,0,2,75672.28,16,3,3.0539,1,0,39.0
C101431,Consultant,11341.0,Medium,6,0.29768030799891687,0.9604341,0.761607947818834,CRITICAL,24.52,9999.0,0,1,136283.03,22,4,10.4957,0,0,27.0
C100246,Student,10172.0,Medium,8,0.20813159970500983,0.9984534,0.7613568092228737,CRITICAL,17.0,1.46,0,2,97517.69,24,6,3.7222,3,0,73.0
C101430,Nurse,10521.0,Low,6,0.2059079396879836,0.9990243,0.761089360360985,CRITICAL,14.13,4.58,0,1,90593.57,22,5,0.0,1,0,50.0
C102379,Consultant,11747.0,Low,6,0.2272007802767123,0.98981726,0.76103228150733,CRITICAL,23.25,21.13,0,0,104810.26,22,5,20.6563,1,0,69.0
C100794,Chef,81591.0,High,5,0.5056620023104443,0.87012637,0.7607870215610533,CRITICAL,1.07,14.47,0,0,54683.94,18,6,1.0507,1,0,23.0
C100877,Consultant,8806.0,Low,7,0.20580119456887835,0.9984536,0.7606578664959687,CRITICAL,23.8,22.03,0,2,75202.52,23,4,0.0,1,0,65.0
C101827,Freelancer,15937.0,Low,5,0.22107327736315607,0.99180216,0.7605834745076223,CRITICAL,7.7,7.77,1,1,49209.45,14,3,0.0,1,0,46.0
C100664,Consultant,30439.0,Low,5,0.21219562822409987,0.99554634,0.760541115205969,CRITICAL,3.56,22.73,1,2,44982.45,16,4,20.1149,1,0,49.0
C100428,Accountant,12935.0,Low,7,0.2057537717003557,0.9982815,0.7605231786483209,CRITICAL,16.63,19.8,0,1,86189.01,18,3,11.0942,1,0,72.0
C101428,Teacher,6186.0,Low,6,0.2513479736820997,0.9786905,0.7604877217822117,CRITICAL,30.91,12.08,0,0,40144.84,17,3,0.0,1,0,62.0
C101979,Chef,8506.0,Low,8,0.2042479456999149,0.9988512,0.760470185921736,CRITICAL,28.31,2.45,0,1,115433.15,20,3,28.4856,1,0,47.0
C100780,Designer,24720.0,Medium,7,0.3351577855168656,0.94249153,0.7602914195364379,CRITICAL,4.53,0.92,1,0,53622.15,18,2,3.1167,1,0,84.0
C101597,Mechanic,34110.0,Medium,7,0.20359856611188887,0.9986473,0.7601326785257358,CRITICAL,8.75,25.24,0,2,93535.77,20,4,18.9429,1,0,60.0
C101285,Designer,19030.0,Medium,5,0.26047703362385,0.9742569,0.760122885515927,CRITICAL,7.63,28.0,0,4,70152.66,17,2,0.0,1,0,71.0
C101942,Accountant,21471.0,Low,7,0.2466185120797849,0.9801909,0.7601191767471044,CRITICAL,20.29,14.24,1,0,119085.04,21,6,3.9663,2,0,74.0
C102364,Nurse,8082.0,Low,7,0.20820472597028294,0.99664474,0.7601127444474265,CRITICAL,22.01,27.8,1,3,74507.56,17,5,59.6887,1,0,37.0
C100799,Lawyer,23271.0,Low,7,0.21234737099072798,0.9948225,0.7600799389507218,CRITICAL,13.81,26.65,0,2,65818.15,13,4,7.0672,1,0,58.0
C102241,Freelancer,18939.0,Medium,5,0.24711349626541745,0.97981673,0.7600057691936511,CRITICAL,12.95,4.19,0,4,70471.82,19,2,2.6374,1,0,100.0
C100831,Driver,13435.0,Medium,6,0.45627716108203975,0.8900177,0.759895512235287,CRITICAL,16.61,9999.0,0,1,90092.1,24,5,0.0,0,0,38.0
C100720,Dentist,15841.0,Low,7,0.20284663696319982,0.9985739,0.7598557205773327,CRITICAL,26.94,2.81,0,1,109877.44,18,5,0.0,2,0,67.0
C101023,Designer,12611.0,Medium,5,0.3482218430243662,0.93623173,0.7598287417233804,CRITICAL,12.5,9999.0,2,1,109189.49,24,3,34.5516,0,0,56.0
C102092,Nurse,7487.0,Low,6,0.2731716734314702,0.96837,0.7598105103416664,CRITICAL,16.64,25.56,1,2,53195.61,12,2,2.8558,1,0,54.0
C101676,Chef,11410.0,Low,6,0.22604634835511406,0.98852843,0.7597837760275303,CRITICAL,25.59,7.29,0,0,109292.01,18,3,0.0,1,0,93.0
C102333,Accountant,31621.0,Low,7,0.2032991409906223,0.99813277,0.7596826601209782,CRITICAL,6.62,24.18,2,1,101038.34,20,5,0.0,1,0,56.0
C102253,Dentist,25794.0,Low,8,0.23664200638526622,0.98384136,0.7596815357649146,CRITICAL,8.19,20.32,1,1,86253.39,18,3,9.4173,1,0,44.0
C100850,Student,16058.0,High,8,0.19958916805910365,0.99971324,0.7596759900531986,CRITICAL,16.07,25.37,0,2,92185.74,18,6,15.5694,1,0,79.0
C101068,Mechanic,8637.0,Low,5,0.5053901104336878,0.8684802,0.7595531770052284,CRITICAL,43.33,9999.0,0,4,85648.39,16,0,6.4903,0,0,94.0
C100071,Dentist,14713.0,Low,9,0.19892465591164699,0.9998128,0.759546314238704,CRITICAL,23.33,1.2,1,1,86084.95,19,3,7.1505,1,0,55.0
C100296,Lawyer,33633.0,Medium,5,0.21510825459966687,0.99286133,0.7595353898549366,CRITICAL,3.8,4.08,1,2,61153.33,15,4,0.0,1,0,60.0
C102471,Nurse,16001.0,Low,7,0.20010010212251705,0.99898523,0.7593197101640379,CRITICAL,16.95,18.51,0,2,131078.09,24,7,28.2844,1,0,31.0
C101646,Trader,7406.0,Low,7,0.2003335861147194,0.9987457,0.7592220278913006,CRITICAL,34.87,4.13,1,2,82278.36,17,6,8.1232,1,0,37.0
C101796,Store Owner,11721.0,Low,7,0.20048496894856538,0.9986614,0.7592084341431268,CRITICAL,28.62,27.18,0,3,78333.28,18,5,48.3468,1,0,91.0
C100891,Designer,15778.0,Low,6,0.21670441234327176,0.99148494,0.7590507876998688,CRITICAL,12.09,26.92,0,2,50472.58,17,4,0.0,1,0,60.0
C100600,Entrepreneur,19225.0,High,6,0.19894063583527744,0.99908376,0.7590408328518711,CRITICAL,10.55,4.04,0,2,85897.91,22,3,0.0,1,0,54.0
C100227,Trader,27746.0,Medium,6,0.21221846957134005,0.99322903,0.7589258272025787,CRITICAL,9.8,21.71,0,1,127128.27,19,3,0.0,1,0,59.0
C101390,Teacher,9235.0,Low,8,0.2024904503593643,0.9973168,0.7588688616207182,CRITICAL,21.86,1.83,0,1,77467.14,18,6,65.2943,2,0,46.0
C100199,Dentist,5148.0,Low,7,0.20042896112737874,0.9979304,0.7586799855260188,CRITICAL,37.06,12.48,0,2,66080.32,14,4,10.1491,1,0,50.0
C101766,Accountant,13867.0,High,5,0.3012488617282991,0.95435256,0.7584214309985007,CRITICAL,25.56,9999.0,0,2,72197.83,18,1,42.1744,0,0,43.0
C101940,Mechanic,11045.0,Medium,7,0.2013489476517657,0.9971482,0.7584084532164281,CRITICAL,17.46,10.62,0,3,71657.56,19,3,0.0,1,0,58.0
C101558,Dentist,17312.0,Low,7,0.19717538651520927,0.9989304,0.7584039100906101,CRITICAL,16.24,10.45,1,1,102781.09,20,4,25.444,2,0,37.0
C100018,Designer,13546.0,Low,5,0.224372558907455,0.9872731,0.7584029475199537,CRITICAL,7.63,7.17,0,1,68722.43,23,6,38.7164,1,0,36.0
C100344,Student,33093.0,Medium,5,0.2073567868045505,0.99450994,0.7583639550438981,CRITICAL,10.06,0.7,0,1,82628.92,17,2,0.0,2,0,63.0
